id,visitor_id,visit_time,page_name,page_type,source_page,target_page,stay_duration,terminal_type,is_order,order_buyer_id,dt
5957,VISITOR_FD2C6597,2025-01-16 14:49:29,下单页,功能页,,微信,81,无线端,0,,2025-01-16
5958,VISITOR_0300F7CF,2025-01-20 04:36:42,订阅页,店铺其他页,购物车,下单页,240,无线端,0,,2025-01-20
5959,VISITOR_B4C3FA0A,2025-01-30 11:27:44,直播页,店铺其他页,首页,,159,无线端,0,,2025-01-30
5960,VISITOR_9D04EFB0,2025-01-11 10:50:33,商品详情页_3,商品详情页,分类页,,187,无线端,0,,2025-01-11
5961,VISITOR_617CA954,2025-01-13 01:30:46,宝贝页,店铺页,,,43,无线端,0,,2025-01-13
5962,VISITOR_2998A1E9,2025-01-12 11:51:11,宝贝页,店铺页,商品详情页_3,订阅页,208,PC端,0,,2025-01-12
5963,VISITOR_2CACDA96,2025-01-01 18:24:52,分类页,店铺页,宝贝页,活动页,252,无线端,0,,2025-01-01
5964,VISITOR_1BB17D84,2025-01-10 09:25:47,分类页,店铺页,下单页,微信,248,PC端,1,BUYER_A89FCA,2025-01-10
5965,VISITOR_75E8D8F8,2025-01-27 23:57:26,首页,店铺页,,首页,195,无线端,0,,2025-01-27
5966,VISITOR_83220BF1,2025-01-27 03:10:31,直播页,店铺其他页,分类页,,122,PC端,0,,2025-01-27
5967,VISITOR_673384EB,2025-01-17 02:28:42,百度搜索,外部页,订阅页,,80,PC端,0,,2025-01-17
5968,VISITOR_252EEF82,2025-01-28 08:39:29,商品详情页_2,商品详情页,宝贝页,首页,139,PC端,0,,2025-01-28
5969,VISITOR_587E7C73,2025-01-15 18:45:29,微信,外部页,,,43,PC端,0,,2025-01-15
5970,VISITOR_2B5D4092,2025-01-11 16:16:55,分类页,店铺页,商品详情页_3,商品详情页_3,22,无线端,0,,2025-01-11
5971,VISITOR_8135A401,2025-01-06 00:59:43,新品页,店铺页,购物车,,124,无线端,0,,2025-01-06
5972,VISITOR_9D6BDD44,2025-01-06 18:30:40,商品详情页_3,商品详情页,宝贝页,,190,无线端,0,,2025-01-06
5973,VISITOR_893ACB08,2025-01-10 02:28:38,活动页,店铺页,百度搜索,商品详情页_2,28,PC端,0,,2025-01-10
5974,VISITOR_0BEBCD83,2025-01-05 14:18:30,宝贝页,店铺页,购物车,订阅页,139,无线端,0,,2025-01-05
5975,VISITOR_DB78647A,2025-01-07 00:13:00,活动页,店铺页,百度搜索,,78,无线端,0,,2025-01-07
5976,VISITOR_F68EB7E2,2025-01-01 23:10:44,订阅页,店铺其他页,下单页,宝贝页,28,无线端,0,,2025-01-01
5977,VISITOR_CBD484AE,2025-01-17 20:58:04,新品页,店铺页,微信,购物车,22,PC端,1,BUYER_39F826,2025-01-17
5978,VISITOR_EDEA33D9,2025-01-16 03:19:09,首页,店铺页,直播页,首页,205,无线端,0,,2025-01-16
5979,VISITOR_679DC22C,2025-01-10 05:41:36,购物车,功能页,百度搜索,微信,25,PC端,0,,2025-01-10
5980,VISITOR_B82C5B0A,2025-01-26 08:23:31,活动页,店铺页,分类页,活动页,167,无线端,0,,2025-01-26
5981,VISITOR_3E6355BC,2025-01-29 13:02:07,直播页,店铺其他页,商品详情页_1,宝贝页,281,无线端,0,,2025-01-29
5982,VISITOR_6312D1CA,2025-01-13 03:26:22,订阅页,店铺其他页,分类页,,257,PC端,0,,2025-01-13
5983,VISITOR_88C00F32,2025-01-01 10:03:17,百度搜索,外部页,首页,商品详情页_3,106,无线端,0,,2025-01-01
5984,VISITOR_FAC2140D,2025-01-24 12:16:05,订阅页,店铺其他页,新品页,宝贝页,18,无线端,0,,2025-01-24
5985,VISITOR_62241081,2025-01-25 23:55:50,商品详情页_3,商品详情页,下单页,微信,29,无线端,0,,2025-01-25
5986,VISITOR_7F4F550C,2025-01-20 12:18:42,订阅页,店铺其他页,,宝贝页,125,无线端,0,,2025-01-20
5987,VISITOR_2096A340,2025-01-01 23:02:03,首页,店铺页,,,158,PC端,0,,2025-01-01
5988,VISITOR_2834337D,2025-01-10 03:45:16,分类页,店铺页,,购物车,219,PC端,0,,2025-01-10
5989,VISITOR_4CEFC519,2025-01-10 12:45:43,活动页,店铺页,活动页,分类页,249,无线端,0,,2025-01-10
5990,VISITOR_5BC9E147,2025-01-11 01:01:35,订阅页,店铺其他页,分类页,直播页,98,无线端,0,,2025-01-11
5991,VISITOR_A779FCAD,2025-01-02 20:43:23,分类页,店铺页,商品详情页_1,商品详情页_2,176,无线端,0,,2025-01-02
5992,VISITOR_35DB005E,2025-01-02 15:45:51,宝贝页,店铺页,购物车,活动页,172,无线端,0,,2025-01-02
5993,VISITOR_4C97E927,2025-01-15 17:59:57,新品页,店铺页,,商品详情页_2,219,无线端,0,,2025-01-15
5994,VISITOR_C104A7AC,2025-01-10 16:03:20,订阅页,店铺其他页,活动页,百度搜索,244,无线端,1,BUYER_DFCEA4,2025-01-10
5995,VISITOR_A7AD3582,2025-01-26 02:27:52,微信,外部页,首页,,35,PC端,0,,2025-01-26
5996,VISITOR_1D71E9B6,2025-01-27 07:49:44,直播页,店铺其他页,百度搜索,首页,30,PC端,0,,2025-01-27
5997,VISITOR_48910284,2025-01-04 23:38:40,活动页,店铺页,购物车,购物车,254,无线端,0,,2025-01-04
5998,VISITOR_4B249FF6,2025-01-05 12:37:20,首页,店铺页,宝贝页,商品详情页_2,71,PC端,1,BUYER_A86902,2025-01-05
5999,VISITOR_2CA63982,2025-01-02 23:20:35,购物车,功能页,分类页,购物车,188,无线端,0,,2025-01-02
6000,VISITOR_3D7B814F,2025-01-24 09:00:39,宝贝页,店铺页,购物车,下单页,151,PC端,0,,2025-01-24
6001,VISITOR_71B21ACA,2025-01-10 00:44:45,首页,店铺页,,,154,无线端,0,,2025-01-10
6002,VISITOR_E174F4EC,2025-01-19 02:16:43,宝贝页,店铺页,百度搜索,新品页,27,无线端,1,BUYER_1007FE,2025-01-19
6003,VISITOR_D2A21898,2025-01-30 18:14:08,宝贝页,店铺页,直播页,下单页,280,无线端,0,,2025-01-30
6004,VISITOR_2F82B914,2025-01-17 17:08:12,活动页,店铺页,分类页,商品详情页_1,155,无线端,0,,2025-01-17
6005,VISITOR_E57FB3EC,2025-01-17 05:42:00,宝贝页,店铺页,新品页,分类页,106,无线端,0,,2025-01-17
6006,VISITOR_E51B9B0F,2025-01-14 06:34:14,直播页,店铺其他页,百度搜索,宝贝页,21,PC端,0,,2025-01-14
6007,VISITOR_CEE5A2CE,2025-01-17 06:23:44,分类页,店铺页,商品详情页_1,商品详情页_1,146,无线端,0,,2025-01-17
6008,VISITOR_2C4F844D,2025-01-16 07:13:14,订阅页,店铺其他页,百度搜索,新品页,90,PC端,0,,2025-01-16
6009,VISITOR_FA0DDFB3,2025-01-15 08:10:59,商品详情页_3,商品详情页,宝贝页,商品详情页_1,129,无线端,0,,2025-01-15
6010,VISITOR_6635BDE3,2025-01-19 11:07:52,活动页,店铺页,,,17,PC端,0,,2025-01-19
6011,VISITOR_6F0D18BE,2025-01-15 13:34:15,直播页,店铺其他页,商品详情页_3,直播页,274,无线端,0,,2025-01-15
6012,VISITOR_23CACD9A,2025-01-12 10:51:26,商品详情页_2,商品详情页,购物车,首页,66,PC端,0,,2025-01-12
6013,VISITOR_87BA5CFC,2025-01-30 11:50:48,订阅页,店铺其他页,,新品页,149,无线端,0,,2025-01-30
6014,VISITOR_16D055C0,2025-01-23 21:40:07,百度搜索,外部页,活动页,分类页,78,无线端,0,,2025-01-23
6015,VISITOR_EFCD7529,2025-01-24 08:46:56,活动页,店铺页,下单页,宝贝页,291,无线端,0,,2025-01-24
6016,VISITOR_611446EF,2025-01-27 00:10:26,购物车,功能页,活动页,新品页,247,PC端,0,,2025-01-27
6017,VISITOR_D662A2F1,2025-01-22 03:53:49,订阅页,店铺其他页,微信,首页,52,无线端,0,,2025-01-22
6018,VISITOR_A3017DEF,2025-01-20 03:36:08,百度搜索,外部页,,购物车,52,PC端,0,,2025-01-20
6019,VISITOR_1B477C76,2025-01-21 13:34:20,订阅页,店铺其他页,,,26,无线端,0,,2025-01-21
6020,VISITOR_6EF68A9A,2025-01-17 15:25:53,活动页,店铺页,直播页,订阅页,165,PC端,0,,2025-01-17
6021,VISITOR_E7B3B44D,2025-01-08 04:30:21,活动页,店铺页,下单页,购物车,233,无线端,0,,2025-01-08
6022,VISITOR_AE506737,2025-01-26 15:50:20,订阅页,店铺其他页,百度搜索,订阅页,224,无线端,0,,2025-01-26
6023,VISITOR_97FB86B6,2025-01-23 01:20:43,商品详情页_2,商品详情页,,分类页,45,无线端,0,,2025-01-23
6024,VISITOR_7FCA43B7,2025-01-09 01:59:20,直播页,店铺其他页,下单页,首页,45,PC端,0,,2025-01-09
6025,VISITOR_BC22BD43,2025-01-27 20:13:39,商品详情页_2,商品详情页,商品详情页_1,活动页,169,无线端,0,,2025-01-27
6026,VISITOR_DD5EA98B,2025-01-03 15:37:02,宝贝页,店铺页,活动页,商品详情页_1,102,PC端,0,,2025-01-03
6027,VISITOR_94F8A406,2025-01-16 08:14:40,活动页,店铺页,,宝贝页,267,无线端,0,,2025-01-16
6028,VISITOR_67710957,2025-01-13 13:18:54,直播页,店铺其他页,百度搜索,,262,无线端,0,,2025-01-13
6029,VISITOR_4D84EF38,2025-01-28 19:08:52,商品详情页_2,商品详情页,,,157,无线端,0,,2025-01-28
6030,VISITOR_B470425F,2025-01-16 18:08:17,活动页,店铺页,,,120,PC端,0,,2025-01-16
6031,VISITOR_8A0B680F,2025-01-05 04:35:14,商品详情页_1,商品详情页,商品详情页_2,宝贝页,176,无线端,0,,2025-01-05
6032,VISITOR_35B427EA,2025-01-29 12:25:47,购物车,功能页,商品详情页_3,,74,无线端,0,,2025-01-29
6033,VISITOR_C28F685F,2025-01-17 11:13:43,分类页,店铺页,,百度搜索,215,无线端,0,,2025-01-17
6034,VISITOR_806A656A,2025-01-18 16:15:36,百度搜索,外部页,百度搜索,活动页,109,无线端,0,,2025-01-18
6035,VISITOR_9D1E4CDE,2025-01-08 12:10:09,活动页,店铺页,下单页,下单页,162,无线端,0,,2025-01-08
6036,VISITOR_BBDDB83D,2025-01-30 15:39:49,商品详情页_2,商品详情页,购物车,商品详情页_3,154,PC端,0,,2025-01-30
6037,VISITOR_DC931F58,2025-01-05 03:53:12,微信,外部页,百度搜索,新品页,146,无线端,0,,2025-01-05
6038,VISITOR_08902163,2025-01-17 12:18:30,分类页,店铺页,宝贝页,,145,无线端,0,,2025-01-17
6039,VISITOR_D385BCC1,2025-01-18 19:54:16,下单页,功能页,分类页,微信,91,无线端,0,,2025-01-18
6040,VISITOR_A2792AEC,2025-01-10 20:49:38,商品详情页_1,商品详情页,宝贝页,,279,无线端,0,,2025-01-10
6041,VISITOR_600FED8A,2025-01-28 19:05:20,商品详情页_2,商品详情页,直播页,新品页,108,无线端,0,,2025-01-28
6042,VISITOR_3DCE34DA,2025-01-04 10:28:41,宝贝页,店铺页,新品页,,67,无线端,0,,2025-01-04
6043,VISITOR_48B80CA3,2025-01-14 10:33:05,下单页,功能页,首页,活动页,256,无线端,0,,2025-01-14
6044,VISITOR_716E28FD,2025-01-26 00:03:45,直播页,店铺其他页,商品详情页_3,活动页,222,PC端,0,,2025-01-26
6045,VISITOR_13DB3482,2025-01-30 15:33:33,商品详情页_2,商品详情页,订阅页,新品页,169,无线端,0,,2025-01-30
6046,VISITOR_FF1B522C,2025-01-22 18:30:56,活动页,店铺页,下单页,商品详情页_1,264,PC端,0,,2025-01-22
6047,VISITOR_D5982B8F,2025-01-20 02:05:12,直播页,店铺其他页,,微信,128,PC端,0,,2025-01-20
6048,VISITOR_59C1B9A5,2025-01-14 14:59:18,首页,店铺页,商品详情页_3,直播页,288,无线端,0,,2025-01-14
6049,VISITOR_B312B255,2025-01-30 09:04:54,下单页,功能页,,宝贝页,129,无线端,0,,2025-01-30
6050,VISITOR_FEB5E0A3,2025-01-23 17:07:00,商品详情页_1,商品详情页,购物车,分类页,209,PC端,0,,2025-01-23
6051,VISITOR_6B4DBA5F,2025-01-27 14:26:08,下单页,功能页,,首页,173,PC端,0,,2025-01-27
6052,VISITOR_AA31715D,2025-01-13 00:46:13,购物车,功能页,首页,购物车,66,无线端,0,,2025-01-13
6053,VISITOR_C513642A,2025-01-29 16:15:01,购物车,功能页,,直播页,49,PC端,0,,2025-01-29
6054,VISITOR_111C5C59,2025-01-02 15:59:51,分类页,店铺页,,,248,无线端,0,,2025-01-02
6055,VISITOR_29338170,2025-01-14 03:16:08,分类页,店铺页,,宝贝页,178,无线端,0,,2025-01-14
6056,VISITOR_962B3078,2025-01-17 00:32:58,下单页,功能页,微信,宝贝页,35,无线端,0,,2025-01-17
6057,VISITOR_987A4171,2025-01-28 23:54:27,商品详情页_2,商品详情页,,商品详情页_3,132,无线端,0,,2025-01-28
6058,VISITOR_9537DCBC,2025-01-07 09:32:02,订阅页,店铺其他页,,首页,172,无线端,0,,2025-01-07
6059,VISITOR_36C62EBF,2025-01-25 20:31:18,新品页,店铺页,宝贝页,首页,167,无线端,0,,2025-01-25
6060,VISITOR_25B8FA22,2025-01-11 11:51:03,百度搜索,外部页,微信,直播页,196,PC端,0,,2025-01-11
6061,VISITOR_E8DEEEDA,2025-01-10 17:08:29,商品详情页_1,商品详情页,微信,购物车,106,无线端,0,,2025-01-10
6062,VISITOR_43E28EBB,2025-01-25 05:34:13,宝贝页,店铺页,,下单页,253,无线端,0,,2025-01-25
6063,VISITOR_92752FBA,2025-01-08 16:53:49,宝贝页,店铺页,,商品详情页_1,221,无线端,0,,2025-01-08
6064,VISITOR_4180F52A,2025-01-28 08:49:35,百度搜索,外部页,新品页,宝贝页,187,无线端,0,,2025-01-28
6065,VISITOR_4BB65FEA,2025-01-23 11:24:11,活动页,店铺页,微信,购物车,116,PC端,0,,2025-01-23
6066,VISITOR_0291E58D,2025-01-02 15:38:42,下单页,功能页,新品页,商品详情页_3,47,无线端,0,,2025-01-02
6067,VISITOR_F0BF3ABA,2025-01-18 14:12:04,活动页,店铺页,商品详情页_3,商品详情页_1,109,无线端,0,,2025-01-18
6068,VISITOR_02DFBDA2,2025-01-13 12:41:51,下单页,功能页,,宝贝页,205,无线端,0,,2025-01-13
6069,VISITOR_3DBB73F6,2025-01-29 12:10:53,活动页,店铺页,活动页,,78,无线端,0,,2025-01-29
6070,VISITOR_E8427110,2025-01-21 23:17:00,订阅页,店铺其他页,宝贝页,活动页,192,PC端,0,,2025-01-21
6071,VISITOR_FBB09A41,2025-01-10 01:22:22,商品详情页_3,商品详情页,,商品详情页_1,83,无线端,0,,2025-01-10
6072,VISITOR_FDDF5AA5,2025-01-15 19:14:05,活动页,店铺页,购物车,分类页,148,PC端,0,,2025-01-15
6073,VISITOR_16361AB8,2025-01-17 07:44:45,直播页,店铺其他页,微信,直播页,132,PC端,0,,2025-01-17
6074,VISITOR_1900E2D2,2025-01-17 13:39:37,购物车,功能页,首页,下单页,124,PC端,0,,2025-01-17
6075,VISITOR_359E340B,2025-01-09 21:27:09,下单页,功能页,购物车,首页,231,无线端,0,,2025-01-09
6076,VISITOR_2C73AA51,2025-01-14 01:21:09,下单页,功能页,,购物车,120,无线端,0,,2025-01-14
6077,VISITOR_00851518,2025-01-19 06:52:22,购物车,功能页,微信,宝贝页,300,无线端,0,,2025-01-19
6078,VISITOR_2DE6FBD8,2025-01-15 00:14:14,宝贝页,店铺页,,下单页,210,PC端,1,BUYER_77BD14,2025-01-15
6079,VISITOR_E995E554,2025-01-02 03:15:20,直播页,店铺其他页,订阅页,商品详情页_2,174,PC端,0,,2025-01-02
6080,VISITOR_D9FFB2FD,2025-01-20 12:45:06,下单页,功能页,宝贝页,下单页,220,PC端,0,,2025-01-20
6081,VISITOR_3233DF9C,2025-01-27 18:38:34,活动页,店铺页,商品详情页_2,,184,无线端,0,,2025-01-27
6082,VISITOR_BFD1070D,2025-01-07 02:44:53,新品页,店铺页,分类页,微信,131,PC端,0,,2025-01-07
6083,VISITOR_F35D1744,2025-01-11 22:58:10,活动页,店铺页,商品详情页_1,,62,无线端,0,,2025-01-11
6084,VISITOR_323B9540,2025-01-20 14:09:33,商品详情页_3,商品详情页,商品详情页_1,新品页,11,PC端,0,,2025-01-20
6085,VISITOR_162E8B1A,2025-01-08 16:20:17,宝贝页,店铺页,,订阅页,233,PC端,1,BUYER_78D394,2025-01-08
6086,VISITOR_2E1DC464,2025-01-20 16:49:25,宝贝页,店铺页,,分类页,297,PC端,0,,2025-01-20
6087,VISITOR_14E9DDF5,2025-01-06 11:03:32,订阅页,店铺其他页,商品详情页_3,分类页,207,PC端,0,,2025-01-06
6088,VISITOR_593A0E4A,2025-01-29 00:47:24,商品详情页_2,商品详情页,商品详情页_1,订阅页,107,PC端,0,,2025-01-29
6089,VISITOR_19086C78,2025-01-15 07:13:53,新品页,店铺页,购物车,活动页,193,PC端,0,,2025-01-15
6090,VISITOR_B514737E,2025-01-22 16:09:39,商品详情页_1,商品详情页,购物车,商品详情页_3,163,PC端,0,,2025-01-22
6091,VISITOR_77AF48F0,2025-01-21 07:47:30,分类页,店铺页,活动页,订阅页,265,PC端,0,,2025-01-21
6092,VISITOR_A94187C6,2025-01-10 23:54:55,首页,店铺页,订阅页,,116,无线端,0,,2025-01-10
6093,VISITOR_96AABE96,2025-01-02 05:16:14,百度搜索,外部页,订阅页,,173,无线端,0,,2025-01-02
6094,VISITOR_17951791,2025-01-17 21:44:17,商品详情页_3,商品详情页,商品详情页_1,商品详情页_2,77,PC端,0,,2025-01-17
6095,VISITOR_CD50E9D6,2025-01-10 17:51:09,商品详情页_1,商品详情页,首页,百度搜索,163,无线端,0,,2025-01-10
6096,VISITOR_A8E4949D,2025-01-17 22:38:10,直播页,店铺其他页,下单页,,135,无线端,0,,2025-01-17
6097,VISITOR_EC7184AA,2025-01-24 11:48:03,首页,店铺页,,新品页,79,无线端,0,,2025-01-24
6098,VISITOR_8216C216,2025-01-09 01:37:03,百度搜索,外部页,,首页,218,无线端,0,,2025-01-09
6099,VISITOR_3CCFC42F,2025-01-16 06:39:51,订阅页,店铺其他页,,商品详情页_2,201,无线端,0,,2025-01-16
6100,VISITOR_453086A2,2025-01-02 12:23:29,下单页,功能页,下单页,商品详情页_1,267,无线端,0,,2025-01-02
6101,VISITOR_DFC85427,2025-01-18 18:12:09,新品页,店铺页,宝贝页,,25,PC端,0,,2025-01-18
6102,VISITOR_1F84E926,2025-01-24 20:27:29,百度搜索,外部页,,商品详情页_1,161,PC端,0,,2025-01-24
6103,VISITOR_C2E0F3AA,2025-01-21 20:30:43,百度搜索,外部页,宝贝页,商品详情页_2,258,无线端,0,,2025-01-21
6104,VISITOR_58008278,2025-01-25 19:15:52,分类页,店铺页,活动页,商品详情页_3,207,无线端,0,,2025-01-25
6105,VISITOR_22B16F6C,2025-01-05 15:23:56,购物车,功能页,百度搜索,活动页,70,无线端,0,,2025-01-05
6106,VISITOR_15813D67,2025-01-04 16:42:25,订阅页,店铺其他页,下单页,首页,277,无线端,0,,2025-01-04
6107,VISITOR_44602ECD,2025-01-28 08:33:03,首页,店铺页,新品页,新品页,289,无线端,0,,2025-01-28
6108,VISITOR_47C8477F,2025-01-09 21:17:04,商品详情页_3,商品详情页,百度搜索,宝贝页,254,无线端,0,,2025-01-09
6109,VISITOR_AFFF488E,2025-01-15 08:04:34,下单页,功能页,商品详情页_1,商品详情页_1,68,无线端,0,,2025-01-15
6110,VISITOR_B3C2C2CD,2025-01-18 08:41:36,购物车,功能页,微信,商品详情页_2,44,PC端,0,,2025-01-18
6111,VISITOR_B2EFD90C,2025-01-15 22:03:46,分类页,店铺页,,,229,PC端,0,,2025-01-15
6112,VISITOR_3C0505BF,2025-01-30 12:48:33,微信,外部页,百度搜索,宝贝页,30,PC端,0,,2025-01-30
6113,VISITOR_E7ACBEF6,2025-01-19 22:02:49,直播页,店铺其他页,,商品详情页_3,239,无线端,0,,2025-01-19
6114,VISITOR_0E583BE0,2025-01-14 14:50:34,百度搜索,外部页,首页,首页,236,PC端,0,,2025-01-14
6115,VISITOR_592C75AB,2025-01-25 21:20:59,直播页,店铺其他页,商品详情页_3,新品页,260,无线端,0,,2025-01-25
6116,VISITOR_D086AED8,2025-01-25 17:48:47,分类页,店铺页,购物车,百度搜索,250,无线端,0,,2025-01-25
6117,VISITOR_B80D1CDB,2025-01-23 21:06:39,首页,店铺页,购物车,,275,PC端,0,,2025-01-23
6118,VISITOR_98CD66B3,2025-01-05 11:39:03,商品详情页_3,商品详情页,百度搜索,宝贝页,270,无线端,0,,2025-01-05
6119,VISITOR_0943EC0A,2025-01-18 23:24:33,商品详情页_1,商品详情页,商品详情页_3,新品页,136,无线端,0,,2025-01-18
6120,VISITOR_B6634F25,2025-01-20 04:49:24,直播页,店铺其他页,,新品页,58,无线端,0,,2025-01-20
6121,VISITOR_940E586F,2025-01-25 15:46:54,订阅页,店铺其他页,下单页,微信,184,无线端,0,,2025-01-25
6122,VISITOR_10829EDB,2025-01-30 08:10:09,订阅页,店铺其他页,订阅页,首页,68,PC端,0,,2025-01-30
6123,VISITOR_895C3B4E,2025-01-01 15:10:09,百度搜索,外部页,下单页,宝贝页,204,PC端,0,,2025-01-01
6124,VISITOR_AC80AF99,2025-01-13 14:00:27,下单页,功能页,直播页,,137,无线端,0,,2025-01-13
6125,VISITOR_C7C4C2AF,2025-01-26 14:01:44,订阅页,店铺其他页,购物车,商品详情页_1,120,无线端,0,,2025-01-26
6126,VISITOR_640485E9,2025-01-28 18:00:04,直播页,店铺其他页,商品详情页_2,百度搜索,155,无线端,0,,2025-01-28
6127,VISITOR_0C92B034,2025-01-30 05:39:12,首页,店铺页,,商品详情页_2,209,无线端,0,,2025-01-30
6128,VISITOR_E7588BAB,2025-01-20 09:09:24,宝贝页,店铺页,,商品详情页_3,85,无线端,0,,2025-01-20
6129,VISITOR_5F64BCAD,2025-01-03 16:32:38,直播页,店铺其他页,商品详情页_2,宝贝页,192,无线端,0,,2025-01-03
6130,VISITOR_BBBB0343,2025-01-29 11:07:16,首页,店铺页,活动页,购物车,147,无线端,0,,2025-01-29
6131,VISITOR_54E34A39,2025-01-03 13:57:10,商品详情页_2,商品详情页,订阅页,,163,PC端,0,,2025-01-03
6132,VISITOR_A76C0B05,2025-01-08 06:26:47,分类页,店铺页,订阅页,百度搜索,38,无线端,0,,2025-01-08
6133,VISITOR_3D808A85,2025-01-12 17:36:29,分类页,店铺页,直播页,购物车,176,无线端,0,,2025-01-12
6134,VISITOR_A380B73A,2025-01-03 15:01:20,首页,店铺页,分类页,,132,PC端,0,,2025-01-03
6135,VISITOR_0E3D4248,2025-01-08 11:44:17,直播页,店铺其他页,微信,,157,无线端,0,,2025-01-08
6136,VISITOR_030CC73A,2025-01-10 11:42:17,商品详情页_2,商品详情页,活动页,商品详情页_1,294,无线端,0,,2025-01-10
6137,VISITOR_C1C65CFA,2025-01-29 04:43:05,下单页,功能页,商品详情页_1,,294,无线端,0,,2025-01-29
6138,VISITOR_A7447BF3,2025-01-03 00:39:36,直播页,店铺其他页,购物车,购物车,63,无线端,0,,2025-01-03
6139,VISITOR_7D933CD2,2025-01-09 22:00:46,活动页,店铺页,商品详情页_2,,113,PC端,0,,2025-01-09
6140,VISITOR_4D5A74EB,2025-01-16 00:34:00,微信,外部页,直播页,首页,139,PC端,0,,2025-01-16
6141,VISITOR_5B69295A,2025-01-20 15:49:37,商品详情页_3,商品详情页,新品页,,27,无线端,0,,2025-01-20
6142,VISITOR_6E58C3D9,2025-01-26 11:18:56,商品详情页_3,商品详情页,商品详情页_2,百度搜索,169,无线端,0,,2025-01-26
6143,VISITOR_5A16C020,2025-01-12 06:03:55,宝贝页,店铺页,,商品详情页_1,197,无线端,0,,2025-01-12
6144,VISITOR_2D4233CF,2025-01-29 21:48:16,商品详情页_3,商品详情页,宝贝页,商品详情页_3,133,无线端,0,,2025-01-29
6145,VISITOR_E56C7A48,2025-01-07 16:45:56,新品页,店铺页,商品详情页_3,直播页,45,无线端,0,,2025-01-07
6146,VISITOR_2221E5A0,2025-01-25 00:31:36,订阅页,店铺其他页,商品详情页_3,,32,PC端,0,,2025-01-25
6147,VISITOR_66416A72,2025-01-13 00:16:03,直播页,店铺其他页,商品详情页_2,,295,PC端,0,,2025-01-13
6148,VISITOR_AA86F90C,2025-01-02 09:31:58,分类页,店铺页,购物车,分类页,31,无线端,0,,2025-01-02
6149,VISITOR_E115020C,2025-01-27 03:45:36,订阅页,店铺其他页,微信,首页,114,无线端,1,BUYER_E91981,2025-01-27
6150,VISITOR_1C65757A,2025-01-14 03:01:19,直播页,店铺其他页,宝贝页,宝贝页,265,无线端,0,,2025-01-14
6151,VISITOR_FFB128B4,2025-01-24 10:05:23,活动页,店铺页,订阅页,,287,PC端,0,,2025-01-24
6152,VISITOR_B55B5D67,2025-01-05 01:47:29,商品详情页_3,商品详情页,,,16,无线端,0,,2025-01-05
6153,VISITOR_083E6425,2025-01-05 22:10:47,商品详情页_2,商品详情页,百度搜索,直播页,27,无线端,0,,2025-01-05
6154,VISITOR_531D2C4C,2025-01-26 19:09:50,商品详情页_3,商品详情页,订阅页,微信,253,PC端,0,,2025-01-26
6155,VISITOR_5BA68692,2025-01-18 10:09:06,商品详情页_1,商品详情页,商品详情页_2,购物车,165,无线端,0,,2025-01-18
6156,VISITOR_F4F54C31,2025-01-07 17:51:58,宝贝页,店铺页,购物车,微信,57,PC端,0,,2025-01-07
6157,VISITOR_79A0F738,2025-01-28 11:14:26,商品详情页_1,商品详情页,商品详情页_1,,210,无线端,0,,2025-01-28
6158,VISITOR_873AA510,2025-01-19 23:37:07,百度搜索,外部页,订阅页,直播页,256,无线端,1,BUYER_365804,2025-01-19
6159,VISITOR_3063626F,2025-01-07 07:35:44,宝贝页,店铺页,下单页,商品详情页_1,252,无线端,1,BUYER_7D35B8,2025-01-07
6160,VISITOR_A3D5A4B4,2025-01-15 21:28:38,宝贝页,店铺页,订阅页,直播页,293,无线端,0,,2025-01-15
6161,VISITOR_7E79CA3B,2025-01-10 18:08:25,商品详情页_2,商品详情页,下单页,百度搜索,38,无线端,1,BUYER_07278D,2025-01-10
6162,VISITOR_6B353263,2025-01-09 00:08:18,活动页,店铺页,购物车,活动页,92,无线端,0,,2025-01-09
6163,VISITOR_C391B5F5,2025-01-15 20:11:46,直播页,店铺其他页,首页,宝贝页,127,PC端,0,,2025-01-15
6164,VISITOR_59F33CFA,2025-01-04 19:32:07,新品页,店铺页,,活动页,48,无线端,0,,2025-01-04
6165,VISITOR_B524A1A3,2025-01-27 20:24:13,商品详情页_2,商品详情页,分类页,微信,54,PC端,0,,2025-01-27
6166,VISITOR_BF35BDD0,2025-01-06 11:41:38,百度搜索,外部页,,订阅页,170,无线端,0,,2025-01-06
6167,VISITOR_32A76297,2025-01-26 09:39:01,首页,店铺页,,,257,无线端,0,,2025-01-26
6168,VISITOR_9DA79FAA,2025-01-30 16:24:36,商品详情页_2,商品详情页,百度搜索,商品详情页_2,79,无线端,0,,2025-01-30
6169,VISITOR_9EC6CFAB,2025-01-09 12:12:08,百度搜索,外部页,首页,百度搜索,102,无线端,0,,2025-01-09
6170,VISITOR_5C5A407D,2025-01-08 10:39:26,宝贝页,店铺页,直播页,首页,21,无线端,0,,2025-01-08
6171,VISITOR_85C5FCC9,2025-01-06 20:22:08,商品详情页_3,商品详情页,,微信,200,无线端,0,,2025-01-06
6172,VISITOR_E7D47BF2,2025-01-07 09:14:03,订阅页,店铺其他页,商品详情页_3,商品详情页_1,111,PC端,0,,2025-01-07
6173,VISITOR_E4DCECD0,2025-01-15 16:59:23,商品详情页_1,商品详情页,分类页,下单页,65,无线端,0,,2025-01-15
