dwd_id,visitor_id,time_id,page_id,page_type,source_page_id,target_page_id,stay_duration,device_id,is_order,order_buyer_id,dt
4960,VISITOR_C61AF24D,16,14,功能页,,11,275,4,0,,2025-01-16
4961,VISITOR_BD276D69,16,5,店铺页,7,14,127,2,0,,2025-01-16
4962,VISITOR_8C06778A,16,10,店铺其他页,9,6,214,3,0,,2025-01-16
4963,VISITOR_822376E0,16,2,店铺页,,,64,2,0,,2025-01-16
4964,VISITOR_604DE50F,16,12,外部页,1,5,95,3,0,,2025-01-16
4965,VISITOR_C2575DB7,16,5,店铺页,5,6,295,2,1,BUYER_95D6A1,2025-01-16
4966,VISITOR_EA87902C,16,7,商品详情页,1,11,81,1,0,,2025-01-16
4967,VISITOR_FA4CCE62,16,1,店铺页,9,,28,4,1,BUYER_968CF1,2025-01-16
4968,VISITOR_21B0E2BA,16,12,外部页,,,84,5,0,,2025-01-16
4969,VISITOR_D5BC1B18,16,11,外部页,,12,250,1,0,,2025-01-16
4970,VISITOR_24FF2390,16,11,外部页,6,5,48,1,0,,2025-01-16
4971,VISITOR_E6AD53F0,16,13,功能页,13,11,75,5,0,,2025-01-16
4972,VISITOR_063986F0,16,3,店铺页,,10,103,1,1,BUYER_024C95,2025-01-16
4973,VISITOR_DD77050A,16,13,功能页,4,2,246,3,0,,2025-01-16
4974,VISITOR_3FF39B8B,16,11,外部页,1,,77,5,0,,2025-01-16
4975,VISITOR_C69102CF,16,12,外部页,13,,61,3,0,,2025-01-16
4976,VISITOR_60A2895B,16,14,功能页,8,10,266,5,0,,2025-01-16
4977,VISITOR_9937870A,16,13,功能页,3,,108,1,0,,2025-01-16
4978,VISITOR_F8D600A3,16,10,店铺其他页,,,26,5,0,,2025-01-16
4979,VISITOR_B65E0F8C,16,13,功能页,8,1,86,5,0,,2025-01-16
4980,VISITOR_B841A113,16,11,外部页,,,50,2,0,,2025-01-16
4981,VISITOR_CA94BCE2,16,5,店铺页,1,3,25,4,0,,2025-01-16
4982,VISITOR_D382F640,16,11,外部页,7,8,54,2,0,,2025-01-16
4983,VISITOR_E199E947,16,6,商品详情页,11,11,137,5,0,,2025-01-16
4984,VISITOR_43BE4192,16,8,商品详情页,,3,240,3,0,,2025-01-16
4985,VISITOR_4523340E,16,2,店铺页,9,9,23,2,0,,2025-01-16
4986,VISITOR_CAABA240,16,3,店铺页,,1,200,2,0,,2025-01-16
4987,VISITOR_DE8A36ED,16,1,店铺页,7,9,182,3,0,,2025-01-16
4988,VISITOR_CB7C0FCF,16,10,店铺其他页,,3,239,1,0,,2025-01-16
4989,VISITOR_061E6558,16,9,店铺其他页,11,12,75,4,0,,2025-01-16
4990,VISITOR_D60A64E1,16,3,店铺页,7,13,110,4,0,,2025-01-16
4991,VISITOR_182F39C5,16,8,商品详情页,13,2,222,2,0,,2025-01-16
4992,VISITOR_A1AD04EB,16,5,店铺页,,7,65,3,0,,2025-01-16
4993,VISITOR_253E576F,16,12,外部页,5,2,210,1,1,BUYER_F873B0,2025-01-16
4994,VISITOR_22037372,16,5,店铺页,,2,75,4,0,,2025-01-16
4995,VISITOR_7BCEF6EE,16,7,商品详情页,9,,194,3,0,,2025-01-16
4996,VISITOR_B944A40D,16,13,功能页,5,8,147,2,0,,2025-01-16
4997,VISITOR_0CD83056,16,5,店铺页,,4,248,1,1,BUYER_0646EF,2025-01-16
4998,VISITOR_D5309D22,16,8,商品详情页,5,,42,2,0,,2025-01-16
4999,VISITOR_4CAC51E0,16,12,外部页,,11,11,1,0,,2025-01-16
5000,VISITOR_68A6F9E7,16,12,外部页,10,9,256,1,0,,2025-01-16
5001,VISITOR_74A3C3A9,16,5,店铺页,10,10,224,4,0,,2025-01-16
5002,VISITOR_B7FF675F,16,12,外部页,6,5,77,1,0,,2025-01-16
5003,VISITOR_036CAAED,16,10,店铺其他页,11,3,264,1,0,,2025-01-16
5004,VISITOR_CF4EB300,16,6,商品详情页,,13,299,3,0,,2025-01-16
5005,VISITOR_2C450390,16,13,功能页,7,10,228,2,0,,2025-01-16
5006,VISITOR_72B2029F,16,12,外部页,12,3,200,3,0,,2025-01-16
5007,VISITOR_9D3B7197,16,11,外部页,6,7,41,3,0,,2025-01-16
5008,VISITOR_29EAF1FB,16,2,店铺页,,4,183,3,0,,2025-01-16
5009,VISITOR_3C32D0F7,16,2,店铺页,,12,206,4,0,,2025-01-16
5010,VISITOR_0385E9DC,16,2,店铺页,,2,173,3,0,,2025-01-16
5011,VISITOR_1A9C6EA6,16,14,功能页,14,9,252,4,0,,2025-01-16
5012,VISITOR_0265B2C6,16,4,店铺页,2,,38,4,0,,2025-01-16
5013,VISITOR_34F06565,16,12,外部页,13,,233,3,1,BUYER_11A940,2025-01-16
5014,VISITOR_E46F1DF4,16,11,外部页,3,14,134,5,0,,2025-01-16
5015,VISITOR_1DDDCE6D,16,10,店铺其他页,,7,292,3,0,,2025-01-16
5016,VISITOR_8C53B47B,16,11,外部页,14,1,44,2,0,,2025-01-16
5017,VISITOR_C0A40B80,16,3,店铺页,12,9,127,3,0,,2025-01-16
5018,VISITOR_CBAA8ECC,16,8,商品详情页,,7,44,1,0,,2025-01-16
5019,VISITOR_19989257,16,14,功能页,5,14,79,5,0,,2025-01-16
5020,VISITOR_F964D0D0,16,3,店铺页,2,7,229,2,0,,2025-01-16
5021,VISITOR_91F54CFF,16,12,外部页,13,4,189,3,0,,2025-01-16
5022,VISITOR_A0071B9F,16,10,店铺其他页,5,9,286,3,0,,2025-01-16
5023,VISITOR_BADEF33D,16,14,功能页,,8,234,5,0,,2025-01-16
5024,VISITOR_EB3DA69F,16,3,店铺页,,1,287,3,0,,2025-01-16
5025,VISITOR_8D6C5C02,16,1,店铺页,6,12,117,2,0,,2025-01-16
5026,VISITOR_63CA7D50,16,12,外部页,7,13,258,2,0,,2025-01-16
5027,VISITOR_C29E41C3,16,8,商品详情页,,13,224,5,0,,2025-01-16
5028,VISITOR_039D5253,16,7,商品详情页,,12,57,1,0,,2025-01-16
5029,VISITOR_511C2FB2,16,9,店铺其他页,,11,244,5,0,,2025-01-16
5030,VISITOR_D16CC790,16,3,店铺页,,2,138,5,0,,2025-01-16
5031,VISITOR_355EED54,16,5,店铺页,,11,86,1,0,,2025-01-16
5032,VISITOR_7843141C,16,10,店铺其他页,1,13,223,5,0,,2025-01-16
5033,VISITOR_1F68BC6E,16,8,商品详情页,,14,282,1,0,,2025-01-16
5034,VISITOR_BA58B68B,16,13,功能页,,10,54,1,0,,2025-01-16
5035,VISITOR_25293AD9,16,13,功能页,10,13,270,1,0,,2025-01-16
5036,VISITOR_6D3400D7,16,12,外部页,12,3,34,2,0,,2025-01-16
5037,VISITOR_0258C536,16,6,商品详情页,9,9,23,2,0,,2025-01-16
5038,VISITOR_4F2C27A5,16,2,店铺页,10,12,266,3,0,,2025-01-16
5039,VISITOR_F956AE7E,16,4,店铺页,11,2,143,1,0,,2025-01-16
5040,VISITOR_EB4EBD5C,16,9,店铺其他页,14,9,265,1,0,,2025-01-16
5041,VISITOR_518EEC11,16,10,店铺其他页,3,1,262,3,0,,2025-01-16
5042,VISITOR_7F61D135,16,9,店铺其他页,2,,119,1,0,,2025-01-16
5043,VISITOR_B6DD7156,16,4,店铺页,5,8,80,2,0,,2025-01-16
5044,VISITOR_8670A438,16,12,外部页,,4,155,3,0,,2025-01-16
5045,VISITOR_898F1631,16,11,外部页,,,40,1,0,,2025-01-16
5046,VISITOR_A48B78B6,16,4,店铺页,6,12,207,3,0,,2025-01-16
5047,VISITOR_267F095F,16,6,商品详情页,8,,218,1,0,,2025-01-16
5048,VISITOR_7FD595E0,16,10,店铺其他页,7,,159,3,0,,2025-01-16
5049,VISITOR_6FE5F18E,16,5,店铺页,12,11,119,5,0,,2025-01-16
5050,VISITOR_839A5DB1,16,6,商品详情页,1,2,173,3,0,,2025-01-16
5051,VISITOR_CA5AA5CD,16,10,店铺其他页,12,,146,5,0,,2025-01-16
5052,VISITOR_FF41E856,16,3,店铺页,10,11,84,5,0,,2025-01-16
5053,VISITOR_E19BB479,16,10,店铺其他页,,,19,3,1,BUYER_82A394,2025-01-16
5054,VISITOR_63FFCEEB,16,7,商品详情页,10,1,79,2,0,,2025-01-16
5055,VISITOR_43DB869A,16,9,店铺其他页,12,7,238,3,0,,2025-01-16
5056,VISITOR_8E3C64A4,16,9,店铺其他页,,4,128,1,0,,2025-01-16
5057,VISITOR_1085418B,16,4,店铺页,5,,262,1,0,,2025-01-16
5058,VISITOR_1C2E9AC1,16,8,商品详情页,7,9,96,1,0,,2025-01-16
5059,VISITOR_A1B2086A,16,8,商品详情页,5,5,22,1,0,,2025-01-16
5060,VISITOR_B8ED990F,16,13,功能页,1,12,174,3,0,,2025-01-16
5061,VISITOR_90546633,16,8,商品详情页,,10,168,1,0,,2025-01-16
5062,VISITOR_9D58D006,16,2,店铺页,5,,275,5,0,,2025-01-16
5063,VISITOR_D66D75DF,16,5,店铺页,,1,119,2,0,,2025-01-16
5064,VISITOR_808921ED,16,6,商品详情页,,,18,3,0,,2025-01-16
5065,VISITOR_EDF4D200,16,9,店铺其他页,3,3,31,4,0,,2025-01-16
5066,VISITOR_EC900667,16,1,店铺页,3,7,234,3,0,,2025-01-16
5067,VISITOR_A3E8B0AC,16,10,店铺其他页,,7,75,1,0,,2025-01-16
5068,VISITOR_1A745F35,16,8,商品详情页,1,,228,3,0,,2025-01-16
5069,VISITOR_E6081E79,16,8,商品详情页,7,7,27,5,0,,2025-01-16
5070,VISITOR_B84487A8,16,10,店铺其他页,11,12,173,1,0,,2025-01-16
5071,VISITOR_4F819288,16,4,店铺页,13,8,178,2,0,,2025-01-16
5072,VISITOR_F143FC4E,16,5,店铺页,7,1,206,4,0,,2025-01-16
5073,VISITOR_245ED2A1,16,1,店铺页,11,,165,3,1,BUYER_B54050,2025-01-16
5074,VISITOR_249EC872,16,11,外部页,3,5,56,5,0,,2025-01-16
5075,VISITOR_B921FAB6,16,12,外部页,13,7,215,1,0,,2025-01-16
5076,VISITOR_6E1060E4,16,14,功能页,3,13,286,3,0,,2025-01-16
5077,VISITOR_A2D731BB,16,14,功能页,10,,275,1,0,,2025-01-16
5078,VISITOR_7CEF7899,16,12,外部页,,11,247,5,0,,2025-01-16
5079,VISITOR_7DC7BD9D,16,9,店铺其他页,,9,139,1,0,,2025-01-16
5080,VISITOR_F72F79FC,16,11,外部页,13,,134,3,1,BUYER_B1FB22,2025-01-16
5081,VISITOR_CBA72B4D,16,8,商品详情页,,10,279,2,0,,2025-01-16
5082,VISITOR_E3138661,16,10,店铺其他页,,13,69,4,0,,2025-01-16
5083,VISITOR_251644F6,16,14,功能页,8,13,167,1,1,BUYER_C3649C,2025-01-16
5084,VISITOR_FD2C6597,16,14,功能页,,12,81,3,0,,2025-01-16
5085,VISITOR_EDEA33D9,16,1,店铺页,10,1,205,2,0,,2025-01-16
5086,VISITOR_2C4F844D,16,9,店铺其他页,11,5,90,4,0,,2025-01-16
5087,VISITOR_94F8A406,16,2,店铺页,,4,267,2,0,,2025-01-16
5088,VISITOR_B470425F,16,2,店铺页,,,120,4,0,,2025-01-16
5089,VISITOR_3CCFC42F,16,9,店铺其他页,,7,201,3,0,,2025-01-16
5090,VISITOR_4D5A74EB,16,12,外部页,10,1,139,5,0,,2025-01-16
5091,VISITOR_D4B59ADF,16,13,功能页,,9,203,5,0,,2025-01-16
5092,VISITOR_4E9885D4,16,2,店铺页,3,7,264,1,0,,2025-01-16
5093,VISITOR_4106369A,16,5,店铺页,,1,242,2,0,,2025-01-16
5094,VISITOR_52A4A65E,16,4,店铺页,11,5,237,3,1,BUYER_A25F44,2025-01-16
5095,VISITOR_30A70DF2,16,2,店铺页,3,14,145,2,0,,2025-01-16
5096,VISITOR_67EA92CF,16,8,商品详情页,8,1,133,3,0,,2025-01-16
5097,VISITOR_C5E086C1,16,12,外部页,,6,292,2,0,,2025-01-16
5098,VISITOR_18EC2F12,16,10,店铺其他页,13,2,219,2,0,,2025-01-16
5099,VISITOR_F7B7DB86,16,7,商品详情页,5,13,161,5,0,,2025-01-16
5100,VISITOR_32DEF9F6,16,2,店铺页,10,6,166,5,0,,2025-01-16
5101,VISITOR_D559F450,16,5,店铺页,7,8,300,3,0,,2025-01-16
5102,VISITOR_9DB95680,16,8,商品详情页,4,8,188,1,0,,2025-01-16
5103,VISITOR_13FBA885,16,3,店铺页,10,4,259,1,0,,2025-01-16
5104,VISITOR_FEF69063,16,5,店铺页,13,9,293,3,0,,2025-01-16
5105,VISITOR_64FD48EA,16,5,店铺页,,3,31,3,0,,2025-01-16
5106,VISITOR_CEEE16B6,16,3,店铺页,,8,94,4,0,,2025-01-16
5107,VISITOR_A2D7A77C,16,9,店铺其他页,5,6,194,2,0,,2025-01-16
5108,VISITOR_48C882ED,16,6,商品详情页,,,158,2,0,,2025-01-16
5109,VISITOR_C4246467,16,1,店铺页,,10,119,3,0,,2025-01-16
5110,VISITOR_A38A7193,16,13,功能页,4,3,244,1,0,,2025-01-16
5111,VISITOR_0BC587C0,16,1,店铺页,3,14,15,4,0,,2025-01-16
5112,VISITOR_517D36AE,16,8,商品详情页,8,8,52,2,0,,2025-01-16
5113,VISITOR_52D9F30E,16,9,店铺其他页,7,,200,2,0,,2025-01-16
5114,VISITOR_F4AB4F16,16,13,功能页,8,5,36,1,0,,2025-01-16
5115,VISITOR_85000CBD,16,13,功能页,3,10,170,3,0,,2025-01-16
5116,VISITOR_2F2FB416,16,5,店铺页,3,6,61,2,0,,2025-01-16
5117,VISITOR_093F6EC0,16,2,店铺页,,1,234,3,0,,2025-01-16
5118,VISITOR_AE62306B,16,5,店铺页,1,8,32,3,0,,2025-01-16
5119,VISITOR_18A59D5C,16,7,商品详情页,,4,67,2,0,,2025-01-16
5120,VISITOR_CB39098D,16,12,外部页,12,3,269,2,0,,2025-01-16
5121,VISITOR_08EB6A10,16,13,功能页,,2,244,3,0,,2025-01-16
5122,VISITOR_A5220871,16,4,店铺页,,14,43,2,0,,2025-01-16
5123,VISITOR_6358C8EF,16,8,商品详情页,,,202,3,0,,2025-01-16
5124,VISITOR_5C4A116D,16,9,店铺其他页,11,,94,2,0,,2025-01-16
5125,VISITOR_8335AC79,16,2,店铺页,13,,198,3,0,,2025-01-16
5126,VISITOR_C18FF448,16,14,功能页,14,7,53,1,0,,2025-01-16
5127,VISITOR_5A1C86A9,16,1,店铺页,,11,39,5,0,,2025-01-16
5128,VISITOR_CAF72306,16,7,商品详情页,13,,86,3,0,,2025-01-16
5129,VISITOR_5EBE86FF,16,11,外部页,1,8,112,3,0,,2025-01-16
5130,VISITOR_5602B005,16,12,外部页,2,,81,1,0,,2025-01-16
5131,VISITOR_7940A721,16,5,店铺页,3,,210,4,0,,2025-01-16
5132,VISITOR_C295B169,16,8,商品详情页,2,12,174,3,0,,2025-01-16
5133,VISITOR_20D1F24E,16,13,功能页,11,9,253,2,0,,2025-01-16
5134,VISITOR_42F0DEC4,16,1,店铺页,11,5,281,3,0,,2025-01-16
5135,VISITOR_0EDC7D22,16,1,店铺页,,9,243,3,0,,2025-01-16
5136,VISITOR_EE0784D6,16,4,店铺页,,6,199,3,0,,2025-01-16
5137,VISITOR_F7FDA9D5,16,2,店铺页,14,1,116,4,0,,2025-01-16
5138,VISITOR_12ED0B91,16,13,功能页,3,1,260,3,0,,2025-01-16
5139,VISITOR_F2B2147F,16,7,商品详情页,5,,281,1,1,BUYER_D10DCE,2025-01-16
5140,VISITOR_097ABDC7,16,2,店铺页,,4,164,1,0,,2025-01-16
5141,VISITOR_A436C978,16,2,店铺页,4,2,206,1,0,,2025-01-16
5142,VISITOR_89BA8C7F,16,7,商品详情页,3,1,43,3,0,,2025-01-16
5143,VISITOR_9F83EFDB,16,6,商品详情页,1,12,280,2,0,,2025-01-16
5144,VISITOR_0FD4AF7D,16,12,外部页,9,,108,4,1,BUYER_C57277,2025-01-16
5145,VISITOR_1AF92288,16,8,商品详情页,5,,172,3,0,,2025-01-16
5146,VISITOR_72EC2FD2,16,12,外部页,2,3,135,3,0,,2025-01-16
5147,VISITOR_158DC7AC,16,14,功能页,,5,236,4,0,,2025-01-16
5148,VISITOR_FDA31881,16,7,商品详情页,7,3,184,2,0,,2025-01-16
5149,VISITOR_8D0F66A9,16,6,商品详情页,,7,84,5,0,,2025-01-16
5150,VISITOR_A9C1D3F1,16,3,店铺页,,11,50,2,0,,2025-01-16
5151,VISITOR_3834099B,16,14,功能页,,,95,4,0,,2025-01-16
5152,VISITOR_753CC12E,16,10,店铺其他页,6,1,175,2,0,,2025-01-16
5153,VISITOR_DD68C8F3,16,14,功能页,9,4,148,2,0,,2025-01-16
5154,VISITOR_811CA384,16,8,商品详情页,,9,224,2,0,,2025-01-16
5155,VISITOR_94F9ED38,16,9,店铺其他页,2,14,218,3,0,,2025-01-16
5156,VISITOR_0A7D5459,16,4,店铺页,5,,245,4,0,,2025-01-16
5157,VISITOR_0F550542,16,8,商品详情页,13,5,56,3,0,,2025-01-16
5158,VISITOR_AF313FC3,16,8,商品详情页,,,155,2,0,,2025-01-16
5159,VISITOR_76021136,16,11,外部页,2,14,110,4,0,,2025-01-16
5160,VISITOR_90EE18DE,16,2,店铺页,4,6,25,3,0,,2025-01-16
5161,VISITOR_B8F672BF,16,12,外部页,,1,63,4,0,,2025-01-16
5162,VISITOR_1140D3FB,16,6,商品详情页,3,,163,2,0,,2025-01-16
5163,VISITOR_2744F5B6,16,2,店铺页,2,2,202,4,0,,2025-01-16
5164,VISITOR_349E4F6E,16,14,功能页,2,11,218,1,0,,2025-01-16
5165,VISITOR_3EDE8C0B,16,2,店铺页,6,12,131,3,0,,2025-01-16
5166,VISITOR_BBE0815D,16,10,店铺其他页,6,11,237,3,0,,2025-01-16
5167,VISITOR_D94DCA59,16,9,店铺其他页,,6,107,2,0,,2025-01-16
5168,VISITOR_2020FA05,16,1,店铺页,,13,229,1,0,,2025-01-16
5169,VISITOR_E5CAAEFD,16,11,外部页,13,14,300,3,0,,2025-01-16
5170,VISITOR_A84B57E0,16,10,店铺其他页,4,12,58,5,0,,2025-01-16
5171,VISITOR_46F0BA10,16,1,店铺页,4,9,175,1,0,,2025-01-16
5172,VISITOR_EF216B86,16,6,商品详情页,12,1,39,2,0,,2025-01-16
5173,VISITOR_653CC1B9,16,13,功能页,8,5,267,1,0,,2025-01-16
5174,VISITOR_E0649ED5,16,11,外部页,,,122,3,0,,2025-01-16
5175,VISITOR_E48B62B7,16,1,店铺页,9,,249,3,0,,2025-01-16
5176,VISITOR_2E5759E4,16,14,功能页,8,11,24,1,0,,2025-01-16
5177,VISITOR_D041FD0C,16,12,外部页,,4,235,3,0,,2025-01-16
5178,VISITOR_745417D0,16,4,店铺页,,11,202,5,0,,2025-01-16
5179,VISITOR_C24E0469,16,12,外部页,1,,266,4,0,,2025-01-16
5180,VISITOR_42451D29,16,12,外部页,,8,162,4,0,,2025-01-16
5181,VISITOR_175357DB,16,9,店铺其他页,14,12,164,2,0,,2025-01-16
5182,VISITOR_32479EA9,16,3,店铺页,10,6,215,2,0,,2025-01-16
5183,VISITOR_D133AA3D,16,9,店铺其他页,1,7,153,1,1,BUYER_A87D95,2025-01-16
5184,VISITOR_78D52245,16,8,商品详情页,14,6,222,1,0,,2025-01-16
5185,VISITOR_0FB693FE,16,9,店铺其他页,13,2,63,3,0,,2025-01-16
5186,VISITOR_A64D4DB1,16,3,店铺页,4,,88,2,0,,2025-01-16
5187,VISITOR_DA9F3716,16,5,店铺页,,2,241,3,0,,2025-01-16
5188,VISITOR_EDA3FD0D,16,4,店铺页,,,166,2,0,,2025-01-16
5189,VISITOR_3E10C36D,16,5,店铺页,,1,10,1,0,,2025-01-16
5190,VISITOR_8E8FB25D,16,14,功能页,,,249,5,0,,2025-01-16
5191,VISITOR_7E884A13,16,8,商品详情页,13,14,19,4,0,,2025-01-16
5192,VISITOR_5343B4BE,16,4,店铺页,1,5,149,1,0,,2025-01-16
5193,VISITOR_5C5F85CA,16,9,店铺其他页,11,3,172,4,0,,2025-01-16
5194,VISITOR_33E679FE,16,13,功能页,,3,290,3,0,,2025-01-16
5195,VISITOR_F500E321,16,13,功能页,13,,149,5,0,,2025-01-16
5196,VISITOR_CB941C4C,16,7,商品详情页,4,14,252,3,1,BUYER_373FE2,2025-01-16
5197,VISITOR_1E89AA85,16,10,店铺其他页,2,2,235,5,0,,2025-01-16
5198,VISITOR_F98E41FC,16,13,功能页,,4,172,3,0,,2025-01-16
5199,VISITOR_F42FDAC4,16,10,店铺其他页,,4,285,1,0,,2025-01-16
5200,VISITOR_94C836BA,16,8,商品详情页,12,6,234,2,0,,2025-01-16
5201,VISITOR_2C815041,16,9,店铺其他页,11,,146,3,0,,2025-01-16
5202,VISITOR_00090871,16,5,店铺页,,1,78,3,0,,2025-01-16
5203,VISITOR_7C55F345,16,8,商品详情页,7,,140,1,0,,2025-01-16
5204,VISITOR_01EE1C12,16,9,店铺其他页,6,10,122,2,0,,2025-01-16
5205,VISITOR_CEE1C0ED,16,1,店铺页,8,,200,3,1,BUYER_31DD9C,2025-01-16
5206,VISITOR_933A4791,16,14,功能页,12,2,19,2,0,,2025-01-16
5207,VISITOR_02F437D6,16,9,店铺其他页,2,1,83,4,0,,2025-01-16
5208,VISITOR_D194FC15,16,5,店铺页,7,2,162,3,0,,2025-01-16
5209,VISITOR_AB0E6BF6,16,13,功能页,,14,59,3,0,,2025-01-16
5210,VISITOR_D2BE887C,16,9,店铺其他页,9,14,85,1,0,,2025-01-16
5211,VISITOR_71A0EC23,16,9,店铺其他页,,11,109,3,0,,2025-01-16
5212,VISITOR_7AFC4D37,16,2,店铺页,,10,173,2,0,,2025-01-16
5213,VISITOR_F067C5E5,16,11,外部页,10,,104,2,0,,2025-01-16
5214,VISITOR_106C6B76,16,1,店铺页,,14,59,2,0,,2025-01-16
5215,VISITOR_076FAB99,16,2,店铺页,9,2,170,1,0,,2025-01-16
5216,VISITOR_2373D5C7,16,9,店铺其他页,6,12,146,5,0,,2025-01-16
5217,VISITOR_2B096EB5,16,4,店铺页,,8,138,3,0,,2025-01-16
5218,VISITOR_2E46B362,16,12,外部页,8,7,183,4,0,,2025-01-16
5219,VISITOR_4655D89B,16,5,店铺页,10,3,297,4,0,,2025-01-16
5220,VISITOR_67F406B0,16,11,外部页,5,11,223,1,0,,2025-01-16
5221,VISITOR_2DB84C13,16,10,店铺其他页,,7,197,3,0,,2025-01-16
5222,VISITOR_CE9818DD,16,8,商品详情页,10,6,228,1,0,,2025-01-16
5223,VISITOR_5771ABD9,16,6,商品详情页,,9,246,2,0,,2025-01-16
5224,VISITOR_0A77B00D,16,6,商品详情页,6,,180,1,0,,2025-01-16
5225,VISITOR_6AC0A1C8,16,12,外部页,7,8,174,2,0,,2025-01-16
5226,VISITOR_104D8AF2,16,11,外部页,6,10,131,2,0,,2025-01-16
5227,VISITOR_1C414028,16,6,商品详情页,,12,22,2,0,,2025-01-16
5228,VISITOR_75793EF3,16,4,店铺页,12,4,199,3,0,,2025-01-16
5229,VISITOR_D05BBCBA,16,9,店铺其他页,14,8,120,1,0,,2025-01-16
5230,VISITOR_ECC8600C,16,7,商品详情页,1,12,121,4,0,,2025-01-16
5231,VISITOR_76369B31,16,13,功能页,6,11,287,3,0,,2025-01-16
5232,VISITOR_0AEC24C5,17,6,商品详情页,5,10,280,2,0,,2025-01-17
5233,VISITOR_7E6A67EC,17,3,店铺页,13,,17,2,0,,2025-01-17
5234,VISITOR_5A44909C,17,8,商品详情页,9,9,283,5,0,,2025-01-17
5235,VISITOR_91C5745F,17,1,店铺页,3,9,258,4,0,,2025-01-17
5236,VISITOR_B7805D17,17,7,商品详情页,6,10,183,1,0,,2025-01-17
5237,VISITOR_D69EABCD,17,4,店铺页,,9,190,2,0,,2025-01-17
5238,VISITOR_DCA72ECA,17,11,外部页,2,6,97,1,0,,2025-01-17
5239,VISITOR_40D94A09,17,4,店铺页,9,8,236,4,0,,2025-01-17
5240,VISITOR_72DAB1E2,17,3,店铺页,12,8,124,2,1,BUYER_556C07,2025-01-17
5241,VISITOR_4A2B9890,17,9,店铺其他页,7,8,217,4,0,,2025-01-17
5242,VISITOR_499BE61A,17,9,店铺其他页,7,10,146,1,0,,2025-01-17
5243,VISITOR_8D9B187A,17,9,店铺其他页,7,4,175,3,0,,2025-01-17
5244,VISITOR_7EA86250,17,10,店铺其他页,12,9,123,3,0,,2025-01-17
5245,VISITOR_582B6F2F,17,7,商品详情页,,4,295,1,0,,2025-01-17
5246,VISITOR_75C858DB,17,1,店铺页,13,4,189,2,0,,2025-01-17
5247,VISITOR_F6C40E6A,17,12,外部页,4,4,23,5,0,,2025-01-17
5248,VISITOR_4D6B103C,17,13,功能页,7,14,111,5,0,,2025-01-17
5249,VISITOR_8D6BCDF8,17,6,商品详情页,7,5,103,5,0,,2025-01-17
5250,VISITOR_F1331A33,17,7,商品详情页,,3,222,3,0,,2025-01-17
5251,VISITOR_DE88DAF4,17,13,功能页,2,11,173,1,0,,2025-01-17
5252,VISITOR_94B73F0E,17,13,功能页,13,6,293,3,0,,2025-01-17
5253,VISITOR_E88AEE32,17,9,店铺其他页,2,2,215,1,0,,2025-01-17
5254,VISITOR_52B6C28C,17,14,功能页,6,13,267,4,0,,2025-01-17
5255,VISITOR_BBFB88DD,17,8,商品详情页,11,13,209,1,0,,2025-01-17
5256,VISITOR_5CBDA040,17,5,店铺页,5,,52,1,0,,2025-01-17
5257,VISITOR_3205CB92,17,8,商品详情页,,,199,1,0,,2025-01-17
5258,VISITOR_95F83092,17,3,店铺页,,3,272,2,0,,2025-01-17
5259,VISITOR_ED6EDD86,17,7,商品详情页,,2,253,4,0,,2025-01-17
5260,VISITOR_353C6C02,17,10,店铺其他页,9,13,166,3,0,,2025-01-17
5261,VISITOR_44B20EAB,17,3,店铺页,10,,184,1,0,,2025-01-17
5262,VISITOR_E1989BCF,17,11,外部页,9,7,24,3,0,,2025-01-17
5263,VISITOR_30E3D776,17,12,外部页,1,9,86,3,0,,2025-01-17
5264,VISITOR_DDB22C9B,17,8,商品详情页,2,12,129,3,0,,2025-01-17
5265,VISITOR_CE7C4166,17,6,商品详情页,10,13,138,1,0,,2025-01-17
5266,VISITOR_6C808ED0,17,11,外部页,13,2,228,4,0,,2025-01-17
5267,VISITOR_2F6F13D4,17,1,店铺页,6,3,66,3,0,,2025-01-17
5268,VISITOR_E00A4D2B,17,7,商品详情页,12,7,236,1,0,,2025-01-17
5269,VISITOR_EB269CFE,17,9,店铺其他页,10,10,28,5,0,,2025-01-17
5270,VISITOR_358D24FC,17,11,外部页,6,1,211,4,0,,2025-01-17
5271,VISITOR_CC6728AF,17,6,商品详情页,,7,44,2,0,,2025-01-17
5272,VISITOR_CEA527E7,17,9,店铺其他页,7,7,114,2,0,,2025-01-17
5273,VISITOR_04003575,17,14,功能页,8,1,209,2,0,,2025-01-17
5274,VISITOR_061AF8F0,17,13,功能页,,8,157,5,0,,2025-01-17
5275,VISITOR_4DE2B3EF,17,8,商品详情页,14,,212,2,0,,2025-01-17
5276,VISITOR_E6F07EA9,17,5,店铺页,4,7,116,1,0,,2025-01-17
5277,VISITOR_4A00BBC6,17,13,功能页,2,,249,4,0,,2025-01-17
5278,VISITOR_BDF3C1FF,17,6,商品详情页,11,4,197,5,0,,2025-01-17
5279,VISITOR_550F9DF6,17,7,商品详情页,,10,145,1,0,,2025-01-17
5280,VISITOR_344C2CC7,17,8,商品详情页,14,13,211,1,0,,2025-01-17
5281,VISITOR_A8C54F24,17,7,商品详情页,14,5,265,5,0,,2025-01-17
5282,VISITOR_369271D5,17,3,店铺页,,2,228,5,0,,2025-01-17
5283,VISITOR_14EB5E7C,17,8,商品详情页,6,14,58,3,0,,2025-01-17
